it,sampling_method,dataset,rotulo,loss_strategy,size,Macro F1
1,TF-IDF,airbnb,TF-IDF,batl,2500,6.94452787039705
1,TF-IDF,yelp,TF-IDF,batl,2500,6.284399379161475
1,TF-IDF,airbnb,TF-IDF,batl,2500,5.713039522594314
1,TF-IDF,yelp,TF-IDF,batl,2500,6.311938372218303
1,TF-IDF,airbnb,TF-IDF,batl,2500,5.464014776559008
1,TF-IDF,yelp,TF-IDF,batl,2500,6.2110719876593015
1,TF-IDF,airbnb,TF-IDF,batl,2500,6.58156318364486
1,TF-IDF,yelp,TF-IDF,batl,2500,6.026314842682105
1,TF-IDF,airbnb,TF-IDF,batl,2500,7.031654675036014
1,TF-IDF,yelp,TF-IDF,batl,2500,5.665798941113094
2,TF-IDF,airbnb,TF-IDF,batl,2500,7.486613572923745
2,TF-IDF,yelp,TF-IDF,batl,2500,7.190371555488627
2,TF-IDF,airbnb,TF-IDF,batl,2500,5.778228543074723
2,TF-IDF,yelp,TF-IDF,batl,2500,6.688793141419963
2,TF-IDF,airbnb,TF-IDF,batl,2500,5.634525670461334
2,TF-IDF,yelp,TF-IDF,batl,2500,7.305963271719949
2,TF-IDF,airbnb,TF-IDF,batl,2500,7.3213132436129635
2,TF-IDF,yelp,TF-IDF,batl,2500,5.9172214107213055
2,TF-IDF,airbnb,TF-IDF,batl,2500,6.679395354659847
2,TF-IDF,yelp,TF-IDF,batl,2500,6.475538075427705
2,TF-IDF,airbnb,TF-IDF,batl,2500,6.8463789764962275
2,TF-IDF,yelp,TF-IDF,batl,2500,7.130717819300771
3,TF-IDF,airbnb,TF-IDF,batl,2500,6.316437436025414
3,TF-IDF,yelp,TF-IDF,batl,2500,5.7893288461804255
3,TF-IDF,airbnb,TF-IDF,batl,2500,5.335054948005037
3,TF-IDF,yelp,TF-IDF,batl,2500,6.536338094583001
3,TF-IDF,airbnb,TF-IDF,batl,2500,5.6130160220563985
3,TF-IDF,yelp,TF-IDF,batl,2500,6.3370121974925055
3,TF-IDF,airbnb,TF-IDF,batl,2500,5.7220482667133385
3,TF-IDF,yelp,TF-IDF,batl,2500,5.024482464863431
3,TF-IDF,airbnb,TF-IDF,batl,2500,6.85050009927021
3,TF-IDF,yelp,TF-IDF,batl,2500,5.749191502873392
3,TF-IDF,airbnb,TF-IDF,batl,2500,7.208496281332482
3,TF-IDF,yelp,TF-IDF,batl,2500,6.304332584127364
4,TF-IDF,airbnb,TF-IDF,batl,2500,6.453140563169979
4,TF-IDF,yelp,TF-IDF,batl,2500,6.301454757428791
4,TF-IDF,airbnb,TF-IDF,batl,2500,7.27918839213033
4,TF-IDF,yelp,TF-IDF,batl,2500,5.520735768051424
4,TF-IDF,airbnb,TF-IDF,batl,2500,7.248677076007479
4,TF-IDF,yelp,TF-IDF,batl,2500,5.870097126861095
4,TF-IDF,airbnb,TF-IDF,batl,2500,5.834907550110097
4,TF-IDF,yelp,TF-IDF,batl,2500,5.091426757640449
4,TF-IDF,airbnb,TF-IDF,batl,2500,6.356363501029024
4,TF-IDF,yelp,TF-IDF,batl,2500,5.892023929188395
4,TF-IDF,airbnb,TF-IDF,batl,2500,5.615805119955752
4,TF-IDF,yelp,TF-IDF,batl,2500,5.207170291353222
5,TF-IDF,airbnb,TF-IDF,batl,2500,6.431055069171978
5,TF-IDF,yelp,TF-IDF,batl,2500,6.479337371722113
5,TF-IDF,airbnb,TF-IDF,batl,2500,7.342396721918054
5,TF-IDF,yelp,TF-IDF,batl,2500,7.338659775966425
5,TF-IDF,airbnb,TF-IDF,batl,2500,5.805531997945142
5,TF-IDF,yelp,TF-IDF,batl,2500,5.375663632443005
5,TF-IDF,airbnb,TF-IDF,batl,2500,6.831393420091781
5,TF-IDF,yelp,TF-IDF,batl,2500,6.39183988779663
5,TF-IDF,airbnb,TF-IDF,batl,2500,5.954520447636446
5,TF-IDF,yelp,TF-IDF,batl,2500,6.750578509781794
5,TF-IDF,airbnb,TF-IDF,batl,2500,6.5772151749709105
5,TF-IDF,yelp,TF-IDF,batl,2500,6.239424880922858
1,TF-IDF,airbnb,TF-IDF,batl,5000,10.220129113835686
1,TF-IDF,yelp,TF-IDF,batl,5000,10.76084392499385
1,TF-IDF,airbnb,TF-IDF,batl,5000,12.365620922547132
1,TF-IDF,yelp,TF-IDF,batl,5000,10.9308036970696
1,TF-IDF,airbnb,TF-IDF,batl,5000,10.518808856642844
1,TF-IDF,yelp,TF-IDF,batl,5000,11.556698889715438
1,TF-IDF,airbnb,TF-IDF,batl,5000,13.647120401938126
1,TF-IDF,yelp,TF-IDF,batl,5000,14.999062774464837
1,TF-IDF,airbnb,TF-IDF,batl,5000,13.489156807050586
1,TF-IDF,yelp,TF-IDF,batl,5000,13.84936131664291
1,TF-IDF,airbnb,TF-IDF,batl,5000,11.99441059541617
1,TF-IDF,yelp,TF-IDF,batl,5000,10.929888359059083
2,TF-IDF,airbnb,TF-IDF,batl,5000,13.909914874325526
2,TF-IDF,yelp,TF-IDF,batl,5000,11.68380305949789
2,TF-IDF,airbnb,TF-IDF,batl,5000,11.417377328569783
2,TF-IDF,yelp,TF-IDF,batl,5000,11.89025250285423
2,TF-IDF,airbnb,TF-IDF,batl,5000,12.03671185333075
2,TF-IDF,yelp,TF-IDF,batl,5000,14.739452885730653
2,TF-IDF,airbnb,TF-IDF,batl,5000,14.342477810602283
2,TF-IDF,yelp,TF-IDF,batl,5000,14.132197148327638
2,TF-IDF,airbnb,TF-IDF,batl,5000,11.937787364496511
2,TF-IDF,yelp,TF-IDF,batl,5000,12.338527945452073
2,TF-IDF,airbnb,TF-IDF,batl,5000,12.908571113426177
2,TF-IDF,yelp,TF-IDF,batl,5000,13.309810248039664
3,TF-IDF,airbnb,TF-IDF,batl,5000,13.569245193494881
3,TF-IDF,yelp,TF-IDF,batl,5000,12.274463930277745
3,TF-IDF,airbnb,TF-IDF,batl,5000,10.473204230514302
3,TF-IDF,yelp,TF-IDF,batl,5000,14.151443876801649
3,TF-IDF,airbnb,TF-IDF,batl,5000,10.752832714682674
3,TF-IDF,yelp,TF-IDF,batl,5000,12.83137792632363
3,TF-IDF,airbnb,TF-IDF,batl,5000,10.278370530780215
3,TF-IDF,yelp,TF-IDF,batl,5000,12.400734138322024
3,TF-IDF,airbnb,TF-IDF,batl,5000,11.352296279660068
3,TF-IDF,yelp,TF-IDF,batl,5000,12.597196998036386
3,TF-IDF,airbnb,TF-IDF,batl,5000,14.465311552470787
3,TF-IDF,yelp,TF-IDF,batl,5000,10.682436411499527
4,TF-IDF,airbnb,TF-IDF,batl,5000,13.270872332519668
4,TF-IDF,yelp,TF-IDF,batl,5000,12.222758421027503
4,TF-IDF,airbnb,TF-IDF,batl,5000,11.341451834751043
4,TF-IDF,yelp,TF-IDF,batl,5000,14.806094147579381
4,TF-IDF,airbnb,TF-IDF,batl,5000,14.435637145037468
4,TF-IDF,yelp,TF-IDF,batl,5000,10.005490316164847
4,TF-IDF,airbnb,TF-IDF,batl,5000,14.953256577498184
4,TF-IDF,yelp,TF-IDF,batl,5000,13.424375495193923
4,TF-IDF,airbnb,TF-IDF,batl,5000,12.574567162301971
4,TF-IDF,yelp,TF-IDF,batl,5000,10.403257659825076
4,TF-IDF,airbnb,TF-IDF,batl,5000,13.15939219362132
4,TF-IDF,yelp,TF-IDF,batl,5000,11.35257822125563
5,TF-IDF,airbnb,TF-IDF,batl,5000,10.327242222855
5,TF-IDF,yelp,TF-IDF,batl,5000,13.319285378682435
5,TF-IDF,airbnb,TF-IDF,batl,5000,13.380087736230196
5,TF-IDF,yelp,TF-IDF,batl,5000,13.481734358017148
5,TF-IDF,airbnb,TF-IDF,batl,5000,13.29820187175463
5,TF-IDF,yelp,TF-IDF,batl,5000,13.57789712963374
5,TF-IDF,airbnb,TF-IDF,batl,5000,14.067343820220998
5,TF-IDF,yelp,TF-IDF,batl,5000,11.50117096071237
5,TF-IDF,airbnb,TF-IDF,batl,5000,12.21752637853703
5,TF-IDF,yelp,TF-IDF,batl,5000,11.269179558275889
5,TF-IDF,airbnb,TF-IDF,batl,5000,14.910641241328928
5,TF-IDF,yelp,TF-IDF,batl,5000,10.350468366426925
1,TF-IDF,airbnb,TF-IDF,batl,10000,26.839455212941342
1,TF-IDF,yelp,TF-IDF,batl,10000,28.71696681165126
1,TF-IDF,airbnb,TF-IDF,batl,10000,20.586649736099353
1,TF-IDF,yelp,TF-IDF,batl,10000,22.28687622924817
1,TF-IDF,airbnb,TF-IDF,batl,10000,25.477018401009502
1,TF-IDF,yelp,TF-IDF,batl,10000,21.209353130919386
1,TF-IDF,airbnb,TF-IDF,batl,10000,29.01936568131344
1,TF-IDF,yelp,TF-IDF,batl,10000,21.040130240851457
1,TF-IDF,airbnb,TF-IDF,batl,10000,28.92247060562849
1,TF-IDF,yelp,TF-IDF,batl,10000,29.39886983227862
1,TF-IDF,airbnb,TF-IDF,batl,10000,20.4167351459248
1,TF-IDF,yelp,TF-IDF,batl,10000,24.9918184841257
2,TF-IDF,airbnb,TF-IDF,batl,10000,21.851656086435057
2,TF-IDF,yelp,TF-IDF,batl,10000,24.905579754122275
2,TF-IDF,airbnb,TF-IDF,batl,10000,24.378012762481752
2,TF-IDF,yelp,TF-IDF,batl,10000,20.939595740804865
2,TF-IDF,airbnb,TF-IDF,batl,10000,26.225498008562095
2,TF-IDF,yelp,TF-IDF,batl,10000,24.99862368309884
2,TF-IDF,airbnb,TF-IDF,batl,10000,26.923927070935463
2,TF-IDF,yelp,TF-IDF,batl,10000,22.297663368657854
2,TF-IDF,airbnb,TF-IDF,batl,10000,28.669172301426332
2,TF-IDF,yelp,TF-IDF,batl,10000,26.143680627258263
2,TF-IDF,airbnb,TF-IDF,batl,10000,24.26571851754617
2,TF-IDF,yelp,TF-IDF,batl,10000,22.937061347410737
3,TF-IDF,airbnb,TF-IDF,batl,10000,20.20888544697047
3,TF-IDF,yelp,TF-IDF,batl,10000,28.105454482464527
3,TF-IDF,airbnb,TF-IDF,batl,10000,27.409547549335656
3,TF-IDF,yelp,TF-IDF,batl,10000,29.60449642162343
3,TF-IDF,airbnb,TF-IDF,batl,10000,21.708435089850106
3,TF-IDF,yelp,TF-IDF,batl,10000,27.487785953708432
3,TF-IDF,airbnb,TF-IDF,batl,10000,25.292662015731732
3,TF-IDF,yelp,TF-IDF,batl,10000,20.491083362320612
3,TF-IDF,airbnb,TF-IDF,batl,10000,27.01867844238112
3,TF-IDF,yelp,TF-IDF,batl,10000,24.366798618107715
3,TF-IDF,airbnb,TF-IDF,batl,10000,25.24689384134832
3,TF-IDF,yelp,TF-IDF,batl,10000,25.824391176221898
4,TF-IDF,airbnb,TF-IDF,batl,10000,25.72217331486747
4,TF-IDF,yelp,TF-IDF,batl,10000,20.125946791205063
4,TF-IDF,airbnb,TF-IDF,batl,10000,22.96424600881179
4,TF-IDF,yelp,TF-IDF,batl,10000,24.2361870281726
4,TF-IDF,airbnb,TF-IDF,batl,10000,20.71536878237259
4,TF-IDF,yelp,TF-IDF,batl,10000,25.27708082982403
4,TF-IDF,airbnb,TF-IDF,batl,10000,25.49255117467884
4,TF-IDF,yelp,TF-IDF,batl,10000,26.668710886264225
4,TF-IDF,airbnb,TF-IDF,batl,10000,24.694354235167577
4,TF-IDF,yelp,TF-IDF,batl,10000,25.02376540588285
4,TF-IDF,airbnb,TF-IDF,batl,10000,24.356290070859934
4,TF-IDF,yelp,TF-IDF,batl,10000,25.91266156048156
5,TF-IDF,airbnb,TF-IDF,batl,10000,21.532425990264613
5,TF-IDF,yelp,TF-IDF,batl,10000,20.359826894412546
5,TF-IDF,airbnb,TF-IDF,batl,10000,28.96304043744863
5,TF-IDF,yelp,TF-IDF,batl,10000,29.477164758077993
5,TF-IDF,airbnb,TF-IDF,batl,10000,28.908532124256404
5,TF-IDF,yelp,TF-IDF,batl,10000,27.855272709863446
5,TF-IDF,airbnb,TF-IDF,batl,10000,21.996347264381964
5,TF-IDF,yelp,TF-IDF,batl,10000,20.651993598841013
5,TF-IDF,airbnb,TF-IDF,batl,10000,29.37356998978946
5,TF-IDF,yelp,TF-IDF,batl,10000,27.095039557578858
5,TF-IDF,airbnb,TF-IDF,batl,10000,26.469528076553924
5,TF-IDF,yelp,TF-IDF,batl,10000,24.127409556798707
1,TF-IDF (class),airbnb,TF-IDF (class),batl,500,1.0121922915249022
1,TF-IDF (class),yelp,TF-IDF (class),batl,500,1.3992735746086549
1,TF-IDF (class),airbnb,TF-IDF (class),batl,500,1.4006278031034767
1,TF-IDF (class),yelp,TF-IDF (class),batl,500,1.0410004019018033
1,TF-IDF (class),airbnb,TF-IDF (class),batl,500,1.202696224396801
1,TF-IDF (class),yelp,TF-IDF (class),batl,500,1.05501477055954
1,TF-IDF (class),airbnb,TF-IDF (class),batl,500,1.3518447637939937
1,TF-IDF (class),yelp,TF-IDF (class),batl,500,1.0314054876907475
1,TF-IDF (class),airbnb,TF-IDF (class),batl,500,1.0998625895185479
1,TF-IDF (class),yelp,TF-IDF (class),batl,500,1.4851384372401313
1,TF-IDF (class),airbnb,TF-IDF (class),batl,500,1.4591048958813062
1,TF-IDF (class),yelp,TF-IDF (class),batl,500,1.488503356636267
2,TF-IDF (class),airbnb,TF-IDF (class),batl,500,1.278751217296944
2,TF-IDF (class),yelp,TF-IDF (class),batl,500,1.1130602067723634
2,TF-IDF (class),airbnb,TF-IDF (class),batl,500,1.3749679890360431
2,TF-IDF (class),yelp,TF-IDF (class),batl,500,1.386393641158258
2,TF-IDF (class),airbnb,TF-IDF (class),batl,500,1.4296876359647972
2,TF-IDF (class),yelp,TF-IDF (class),batl,500,1.1335273339887384
2,TF-IDF (class),airbnb,TF-IDF (class),batl,500,1.4009730867607886
2,TF-IDF (class),yelp,TF-IDF (class),batl,500,1.4204647616602168
2,TF-IDF (class),airbnb,TF-IDF (class),batl,500,1.1981284460473263
2,TF-IDF (class),yelp,TF-IDF (class),batl,500,1.394209870491998
2,TF-IDF (class),airbnb,TF-IDF (class),batl,500,1.1927481719081177
2,TF-IDF (class),yelp,TF-IDF (class),batl,500,1.3829058885028356
3,TF-IDF (class),airbnb,TF-IDF (class),batl,500,1.3520198714274227
3,TF-IDF (class),yelp,TF-IDF (class),batl,500,1.0129152156723082
3,TF-IDF (class),airbnb,TF-IDF (class),batl,500,1.1651408493591868
3,TF-IDF (class),yelp,TF-IDF (class),batl,500,1.2827075963813923
3,TF-IDF (class),airbnb,TF-IDF (class),batl,500,1.252623245243984
3,TF-IDF (class),yelp,TF-IDF (class),batl,500,1.0201103817341546
3,TF-IDF (class),airbnb,TF-IDF (class),batl,500,1.2940515895338363
3,TF-IDF (class),yelp,TF-IDF (class),batl,500,1.1325253985116257
3,TF-IDF (class),airbnb,TF-IDF (class),batl,500,1.1460996014686173
3,TF-IDF (class),yelp,TF-IDF (class),batl,500,1.1137618684258572
3,TF-IDF (class),airbnb,TF-IDF (class),batl,500,1.4398309640108
3,TF-IDF (class),yelp,TF-IDF (class),batl,500,1.3597103034767206
4,TF-IDF (class),airbnb,TF-IDF (class),batl,500,1.2988920741657617
4,TF-IDF (class),yelp,TF-IDF (class),batl,500,1.3359992682945694
4,TF-IDF (class),airbnb,TF-IDF (class),batl,500,1.38618880604195
4,TF-IDF (class),yelp,TF-IDF (class),batl,500,1.2868712180950284
4,TF-IDF (class),airbnb,TF-IDF (class),batl,500,1.0194156667777337
4,TF-IDF (class),yelp,TF-IDF (class),batl,500,1.1431936364104769
4,TF-IDF (class),airbnb,TF-IDF (class),batl,500,1.4807330388517337
4,TF-IDF (class),yelp,TF-IDF (class),batl,500,1.3855207449719729
4,TF-IDF (class),airbnb,TF-IDF (class),batl,500,1.2446246781890715
4,TF-IDF (class),yelp,TF-IDF (class),batl,500,1.347904154662154
4,TF-IDF (class),airbnb,TF-IDF (class),batl,500,1.4093576643662344
4,TF-IDF (class),yelp,TF-IDF (class),batl,500,1.1476158789753494
5,TF-IDF (class),airbnb,TF-IDF (class),batl,500,1.4935677803268101
5,TF-IDF (class),yelp,TF-IDF (class),batl,500,1.291514178157959
5,TF-IDF (class),airbnb,TF-IDF (class),batl,500,1.465506149749958
5,TF-IDF (class),yelp,TF-IDF (class),batl,500,1.3471249871470108
5,TF-IDF (class),airbnb,TF-IDF (class),batl,500,1.0248607469608932
5,TF-IDF (class),yelp,TF-IDF (class),batl,500,1.249293189028276
5,TF-IDF (class),airbnb,TF-IDF (class),batl,500,1.0992552719738253
5,TF-IDF (class),yelp,TF-IDF (class),batl,500,1.1094959449016226
5,TF-IDF (class),airbnb,TF-IDF (class),batl,500,1.4261336019398636
5,TF-IDF (class),yelp,TF-IDF (class),batl,500,1.3042549745150547
5,TF-IDF (class),airbnb,TF-IDF (class),batl,500,1.032496740311308
5,TF-IDF (class),yelp,TF-IDF (class),batl,500,1.2864439634932578
1,TF-IDF (class),airbnb,TF-IDF (class),batl,1000,2.8775122790038448
1,TF-IDF (class),yelp,TF-IDF (class),batl,1000,2.474874931342717
1,TF-IDF (class),airbnb,TF-IDF (class),batl,1000,2.9266266331001782
1,TF-IDF (class),yelp,TF-IDF (class),batl,1000,2.2972409183269393
1,TF-IDF (class),airbnb,TF-IDF (class),batl,1000,2.7841300550431014
1,TF-IDF (class),yelp,TF-IDF (class),batl,1000,2.9359960508117315
1,TF-IDF (class),airbnb,TF-IDF (class),batl,1000,2.3398977401866823
1,TF-IDF (class),yelp,TF-IDF (class),batl,1000,2.495702804866804
1,TF-IDF (class),airbnb,TF-IDF (class),batl,1000,2.0816496426187343
1,TF-IDF (class),yelp,TF-IDF (class),batl,1000,2.84703895589957
1,TF-IDF (class),airbnb,TF-IDF (class),batl,1000,2.2035073476736002
1,TF-IDF (class),yelp,TF-IDF (class),batl,1000,2.0641976163420743
2,TF-IDF (class),airbnb,TF-IDF (class),batl,1000,2.0126800539451226
2,TF-IDF (class),yelp,TF-IDF (class),batl,1000,2.345796008282211
2,TF-IDF (class),airbnb,TF-IDF (class),batl,1000,2.0071115242702438
2,TF-IDF (class),yelp,TF-IDF (class),batl,1000,2.6486766387962684
2,TF-IDF (class),airbnb,TF-IDF (class),batl,1000,2.912658464842365
2,TF-IDF (class),yelp,TF-IDF (class),batl,1000,2.5724063616302812
2,TF-IDF (class),airbnb,TF-IDF (class),batl,1000,2.711658312023203
2,TF-IDF (class),yelp,TF-IDF (class),batl,1000,2.1972744473613925
2,TF-IDF (class),airbnb,TF-IDF (class),batl,1000,2.4180269221128943
2,TF-IDF (class),yelp,TF-IDF (class),batl,1000,2.235069944255326
2,TF-IDF (class),airbnb,TF-IDF (class),batl,1000,2.5650043625218704
2,TF-IDF (class),yelp,TF-IDF (class),batl,1000,2.3112383594677084
3,TF-IDF (class),airbnb,TF-IDF (class),batl,1000,2.255687984690527
3,TF-IDF (class),yelp,TF-IDF (class),batl,1000,2.4599372009711784
3,TF-IDF (class),airbnb,TF-IDF (class),batl,1000,2.3771151073469317
3,TF-IDF (class),yelp,TF-IDF (class),batl,1000,2.9028410248911674
3,TF-IDF (class),airbnb,TF-IDF (class),batl,1000,2.7525078653121335
3,TF-IDF (class),yelp,TF-IDF (class),batl,1000,2.7186114199771696
3,TF-IDF (class),airbnb,TF-IDF (class),batl,1000,2.6284956827399535
3,TF-IDF (class),yelp,TF-IDF (class),batl,1000,2.616272346882226
3,TF-IDF (class),airbnb,TF-IDF (class),batl,1000,2.409637863030749
3,TF-IDF (class),yelp,TF-IDF (class),batl,1000,2.9598634607427217
3,TF-IDF (class),airbnb,TF-IDF (class),batl,1000,2.018536305322011
3,TF-IDF (class),yelp,TF-IDF (class),batl,1000,2.7676546793162826
4,TF-IDF (class),airbnb,TF-IDF (class),batl,1000,2.1101009205986045
4,TF-IDF (class),yelp,TF-IDF (class),batl,1000,2.081032241398853
4,TF-IDF (class),airbnb,TF-IDF (class),batl,1000,2.211967087294703
4,TF-IDF (class),yelp,TF-IDF (class),batl,1000,2.1282225027460333
4,TF-IDF (class),airbnb,TF-IDF (class),batl,1000,2.088022610226692
4,TF-IDF (class),yelp,TF-IDF (class),batl,1000,2.9161041980927513
4,TF-IDF (class),airbnb,TF-IDF (class),batl,1000,2.4648692685046445
4,TF-IDF (class),yelp,TF-IDF (class),batl,1000,2.4972881225369044
4,TF-IDF (class),airbnb,TF-IDF (class),batl,1000,2.869042072773405
4,TF-IDF (class),yelp,TF-IDF (class),batl,1000,2.0407541329065313
4,TF-IDF (class),airbnb,TF-IDF (class),batl,1000,2.6048294133674563
4,TF-IDF (class),yelp,TF-IDF (class),batl,1000,2.621034942616425
5,TF-IDF (class),airbnb,TF-IDF (class),batl,1000,2.6061061156933403
5,TF-IDF (class),yelp,TF-IDF (class),batl,1000,2.7998234685792833
5,TF-IDF (class),airbnb,TF-IDF (class),batl,1000,2.320170817533609
5,TF-IDF (class),yelp,TF-IDF (class),batl,1000,2.627080136067957
5,TF-IDF (class),airbnb,TF-IDF (class),batl,1000,2.528894906683129
5,TF-IDF (class),yelp,TF-IDF (class),batl,1000,2.824973167271096
5,TF-IDF (class),airbnb,TF-IDF (class),batl,1000,2.451112034863227
5,TF-IDF (class),yelp,TF-IDF (class),batl,1000,2.4392086403224975
5,TF-IDF (class),airbnb,TF-IDF (class),batl,1000,2.588806997395646
5,TF-IDF (class),yelp,TF-IDF (class),batl,1000,2.6061014702170815
5,TF-IDF (class),airbnb,TF-IDF (class),batl,1000,2.8866941107138118
5,TF-IDF (class),yelp,TF-IDF (class),batl,1000,2.4041563450984214
1,TF-IDF (class),airbnb,TF-IDF (class),batl,2500,5.225503186844279
1,TF-IDF (class),yelp,TF-IDF (class),batl,2500,5.634163762444943
1,TF-IDF (class),airbnb,TF-IDF (class),batl,2500,6.525347639762508
1,TF-IDF (class),yelp,TF-IDF (class),batl,2500,5.553635562806039
1,TF-IDF (class),airbnb,TF-IDF (class),batl,2500,5.176145830006908
1,TF-IDF (class),yelp,TF-IDF (class),batl,2500,7.469310877705966
1,TF-IDF (class),airbnb,TF-IDF (class),batl,2500,5.812529493304412
1,TF-IDF (class),yelp,TF-IDF (class),batl,2500,6.782172755782443
1,TF-IDF (class),airbnb,TF-IDF (class),batl,2500,5.352733222954489
1,TF-IDF (class),yelp,TF-IDF (class),batl,2500,7.191197592185419
1,TF-IDF (class),airbnb,TF-IDF (class),batl,2500,7.307990150789039
1,TF-IDF (class),yelp,TF-IDF (class),batl,2500,5.614207251446029
2,TF-IDF (class),airbnb,TF-IDF (class),batl,2500,5.95647107683109
2,TF-IDF (class),yelp,TF-IDF (class),batl,2500,5.342906198542338
2,TF-IDF (class),airbnb,TF-IDF (class),batl,2500,5.36782960343897
2,TF-IDF (class),yelp,TF-IDF (class),batl,2500,6.769053778888377
2,TF-IDF (class),airbnb,TF-IDF (class),batl,2500,5.1505881476907485
2,TF-IDF (class),yelp,TF-IDF (class),batl,2500,7.0122653619247375
2,TF-IDF (class),airbnb,TF-IDF (class),batl,2500,6.315970250818332
2,TF-IDF (class),yelp,TF-IDF (class),batl,2500,7.279670100464021
2,TF-IDF (class),airbnb,TF-IDF (class),batl,2500,7.284449485914323
2,TF-IDF (class),yelp,TF-IDF (class),batl,2500,5.42629041469224
2,TF-IDF (class),airbnb,TF-IDF (class),batl,2500,7.412839591440682
2,TF-IDF (class),yelp,TF-IDF (class),batl,2500,7.267418896784729
3,TF-IDF (class),airbnb,TF-IDF (class),batl,2500,5.462913414945994
3,TF-IDF (class),yelp,TF-IDF (class),batl,2500,6.455899550325685
3,TF-IDF (class),airbnb,TF-IDF (class),batl,2500,6.665003950201687
3,TF-IDF (class),yelp,TF-IDF (class),batl,2500,5.257116282407703
3,TF-IDF (class),airbnb,TF-IDF (class),batl,2500,6.5108821805948
3,TF-IDF (class),yelp,TF-IDF (class),batl,2500,6.535615640059752
3,TF-IDF (class),airbnb,TF-IDF (class),batl,2500,6.909860182057391
3,TF-IDF (class),yelp,TF-IDF (class),batl,2500,6.938558359831053
3,TF-IDF (class),airbnb,TF-IDF (class),batl,2500,5.805687246213213
3,TF-IDF (class),yelp,TF-IDF (class),batl,2500,6.189667842534965
3,TF-IDF (class),airbnb,TF-IDF (class),batl,2500,6.408215003219316
3,TF-IDF (class),yelp,TF-IDF (class),batl,2500,5.144841721989815
4,TF-IDF (class),airbnb,TF-IDF (class),batl,2500,6.291706867113828
4,TF-IDF (class),yelp,TF-IDF (class),batl,2500,5.173458993934308
4,TF-IDF (class),airbnb,TF-IDF (class),batl,2500,6.982090489831313
4,TF-IDF (class),yelp,TF-IDF (class),batl,2500,6.8018701766525735
4,TF-IDF (class),airbnb,TF-IDF (class),batl,2500,5.220699863485326
4,TF-IDF (class),yelp,TF-IDF (class),batl,2500,5.930625962182828
4,TF-IDF (class),airbnb,TF-IDF (class),batl,2500,7.424069656777159
4,TF-IDF (class),yelp,TF-IDF (class),batl,2500,7.232486946863908
4,TF-IDF (class),airbnb,TF-IDF (class),batl,2500,7.244870185222374
4,TF-IDF (class),yelp,TF-IDF (class),batl,2500,5.815420589995878
4,TF-IDF (class),airbnb,TF-IDF (class),batl,2500,5.74368159099922
4,TF-IDF (class),yelp,TF-IDF (class),batl,2500,5.764369944497072
5,TF-IDF (class),airbnb,TF-IDF (class),batl,2500,5.501723183638924
5,TF-IDF (class),yelp,TF-IDF (class),batl,2500,5.451274914628346
5,TF-IDF (class),airbnb,TF-IDF (class),batl,2500,7.069344213080157
5,TF-IDF (class),yelp,TF-IDF (class),batl,2500,7.218981884079547
5,TF-IDF (class),airbnb,TF-IDF (class),batl,2500,6.067808006651377
5,TF-IDF (class),yelp,TF-IDF (class),batl,2500,6.502203328149923
5,TF-IDF (class),airbnb,TF-IDF (class),batl,2500,5.393994995789248
5,TF-IDF (class),yelp,TF-IDF (class),batl,2500,5.507600083702819
5,TF-IDF (class),airbnb,TF-IDF (class),batl,2500,5.990647230774948
5,TF-IDF (class),yelp,TF-IDF (class),batl,2500,5.829063952877621
5,TF-IDF (class),airbnb,TF-IDF (class),batl,2500,6.161856292993273
5,TF-IDF (class),yelp,TF-IDF (class),batl,2500,5.639226063669776
1,TF-IDF (class),airbnb,TF-IDF (class),batl,5000,12.98204094773591
1,TF-IDF (class),yelp,TF-IDF (class),batl,5000,10.334582487725864
1,TF-IDF (class),airbnb,TF-IDF (class),batl,5000,11.647496626383822
1,TF-IDF (class),yelp,TF-IDF (class),batl,5000,14.591813750453724
1,TF-IDF (class),airbnb,TF-IDF (class),batl,5000,12.245989318042426
1,TF-IDF (class),yelp,TF-IDF (class),batl,5000,12.107908419681515
1,TF-IDF (class),airbnb,TF-IDF (class),batl,5000,12.568374411858525
1,TF-IDF (class),yelp,TF-IDF (class),batl,5000,13.820322928394104
1,TF-IDF (class),airbnb,TF-IDF (class),batl,5000,11.38228807791499
1,TF-IDF (class),yelp,TF-IDF (class),batl,5000,12.416750445560366
1,TF-IDF (class),airbnb,TF-IDF (class),batl,5000,11.52204301515137
1,TF-IDF (class),yelp,TF-IDF (class),batl,5000,14.69669642332789
2,TF-IDF (class),airbnb,TF-IDF (class),batl,5000,14.642657525804847
2,TF-IDF (class),yelp,TF-IDF (class),batl,5000,10.047112391168243
2,TF-IDF (class),airbnb,TF-IDF (class),batl,5000,11.695602472574468
2,TF-IDF (class),yelp,TF-IDF (class),batl,5000,10.05302074231341
2,TF-IDF (class),airbnb,TF-IDF (class),batl,5000,13.024106924206265
2,TF-IDF (class),yelp,TF-IDF (class),batl,5000,11.281291314475014
2,TF-IDF (class),airbnb,TF-IDF (class),batl,5000,11.396250924898906
2,TF-IDF (class),yelp,TF-IDF (class),batl,5000,13.458530987877781
2,TF-IDF (class),airbnb,TF-IDF (class),batl,5000,10.053495770819454
2,TF-IDF (class),yelp,TF-IDF (class),batl,5000,10.621512879179322
