it,sampling_method,dataset,rotulo,loss_strategy,size,Macro F1
2,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,1000,2.3975321594210826
3,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,1000,2.4245537532456645
3,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,1000,2.2237237514883996
3,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,1000,2.427647456831734
3,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,1000,2.6290347317489053
3,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,1000,2.2204344389570037
3,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,1000,2.6403613747432884
3,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,1000,2.7305684005340956
3,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,1000,2.6337095235310772
3,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,1000,2.407948466187955
3,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,1000,2.3094334137826547
3,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,1000,2.1347427921586135
3,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,1000,2.689021501082834
4,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,1000,2.821550313610551
4,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,1000,2.0164660343534084
4,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,1000,2.7365119014133423
4,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,1000,2.748412229356174
4,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,1000,2.8747040198820972
4,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,1000,2.5626707623900558
4,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,1000,2.9915950880096918
4,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,1000,2.7114687445200363
4,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,1000,2.593695167126656
4,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,1000,2.195028373302805
4,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,1000,2.2009229720034225
4,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,1000,2.8871182726813687
5,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,1000,2.24334870624619
5,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,1000,2.146051692097049
5,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,1000,2.7154668008682594
5,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,1000,2.7179146124370983
5,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,1000,2.624477800451101
5,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,1000,2.692309886069845
5,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,1000,2.774468945100303
5,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,1000,2.7769647904323564
5,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,1000,2.4262527092532022
5,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,1000,2.3999897673987114
5,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,1000,2.8997960947169377
5,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,1000,2.255276803221843
1,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,2500,6.284300243376328
1,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,2500,7.336118658630974
1,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,2500,6.363336787608194
1,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,2500,5.560239839915474
1,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,2500,6.601843094011341
1,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,2500,5.012106786637638
1,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,2500,6.953536132574951
1,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,2500,6.321988332009124
1,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,2500,6.803765264781553
1,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,2500,5.052295999643745
1,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,2500,5.010781550344553
1,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,2500,5.221810334766337
2,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,2500,6.822101289076339
2,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,2500,6.293002463991309
2,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,2500,5.6357099631018155
2,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,2500,7.1300877743673325
2,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,2500,7.1244295423363955
2,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,2500,7.48583693955843
2,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,2500,6.064381528075152
2,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,2500,6.229695174678977
2,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,2500,6.509517976716413
2,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,2500,6.143986048540544
2,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,2500,5.23339206709148
2,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,2500,6.380348004741484
3,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,2500,6.412254186889558
3,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,2500,7.484100796838517
3,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,2500,7.205113025395074
3,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,2500,6.4728321652367375
3,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,2500,5.3024979212846395
3,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,2500,6.273422353960026
3,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,2500,5.556854585851281
3,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,2500,6.233430566263507
3,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,2500,6.911526290931443
3,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,2500,6.987515564403246
3,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,2500,6.894358322948538
3,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,2500,6.677543480796227
4,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,2500,6.706267968491127
4,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,2500,5.510245769940981
4,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,2500,6.131361828431351
4,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,2500,5.8934104974086425
4,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,2500,7.309360122532462
4,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,2500,5.940932793545291
4,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,2500,6.086893253667199
4,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,2500,5.498083010247222
4,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,2500,5.88005457808922
4,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,2500,6.43256056572893
4,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,2500,7.264077559686337
4,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,2500,6.2544719471631085
5,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,2500,5.8791748744643435
5,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,2500,6.627591161943204
5,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,2500,6.5996143860491046
5,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,2500,6.476708028742763
5,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,2500,7.211345292873108
5,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,2500,6.0989976839891185
5,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,2500,7.245186876873424
5,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,2500,5.996345512919659
5,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,2500,6.69344813330089
5,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,2500,5.8813548648853144
5,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,2500,6.824213990774705
5,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,2500,5.65533798239449
1,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,5000,11.28347828780944
1,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,5000,13.737536329112562
1,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,5000,12.869262296437894
1,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,5000,13.771477875726767
1,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,5000,10.1962360067997
1,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,5000,11.036992870941425
1,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,5000,13.521976229288464
1,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,5000,11.063125374130854
1,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,5000,10.87695715692853
1,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,5000,10.875307829400523
1,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,5000,14.618946435451475
1,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,5000,14.405131946853952
2,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,5000,10.242414039011486
2,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,5000,11.800358279058383
2,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,5000,12.456998028634603
2,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,5000,11.420343709432585
2,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,5000,11.649301832513547
2,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,5000,11.103586750533013
2,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,5000,14.81893911376809
2,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,5000,12.232253257683976
2,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,5000,13.152845837678736
2,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,5000,13.026602967717427
2,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,5000,10.109323584275504
2,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,5000,14.244512905757507
3,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,5000,11.124605630462748
3,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,5000,14.166671797152459
3,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,5000,14.66996485633151
3,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,5000,13.090633055823446
3,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,5000,10.760558680445422
3,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,5000,14.590205340431618
3,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,5000,11.875399662820518
3,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,5000,12.194203351685514
3,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,5000,12.149160919057739
3,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,5000,11.584474364722887
3,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,5000,14.414126989237165
3,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,5000,14.74967703020659
4,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,5000,11.510147389447095
4,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,5000,14.153746170286961
4,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,5000,14.253508360957913
4,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,5000,10.25030231172613
4,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,5000,12.183925345689222
4,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,5000,12.369365737191751
4,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,5000,12.971185447785176
4,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,5000,11.42499463611059
4,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,5000,10.859028295316877
4,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,5000,13.867866606228462
4,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,5000,11.9415226440536
4,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,5000,10.7926691052657
5,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,5000,12.353449590009564
5,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,5000,14.95329527085488
5,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,5000,10.623008350735352
5,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,5000,11.88228089998869
5,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,5000,11.104431166756358
5,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,5000,14.230897829320362
5,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,5000,14.29005421692878
5,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,5000,10.759460879468385
5,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,5000,14.225619959256543
5,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,5000,12.876429775833168
5,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,5000,13.498993979390562
5,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,5000,10.080418328918473
1,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,10000,27.89062014309019
1,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,10000,20.599834826383255
1,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,10000,22.96369276224028
1,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,10000,20.8413726047507
1,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,10000,27.957425485591035
1,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,10000,24.522158158300893
1,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,10000,22.543979160202614
1,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,10000,25.063955329574497
1,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,10000,26.871051994957405
1,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,10000,20.121966132438313
1,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,10000,21.450818072604342
1,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,10000,24.10988808405645
2,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,10000,21.502677085965857
2,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,10000,21.181493128057014
2,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,10000,23.609252685580522
2,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,10000,23.45689715885977
2,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,10000,28.19786107837687
2,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,10000,27.365390475497172
2,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,10000,29.190234465450466
2,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,10000,24.495515109077235
2,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,10000,26.86718227736713
2,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,10000,25.843854337882547
2,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,10000,27.499012064636947
2,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,10000,20.675118413140982
3,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,10000,26.225275946883308
3,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,10000,25.263045479272165
3,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,10000,21.296747633347668
3,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,10000,26.502341340225428
3,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,10000,21.51052430736012
3,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,10000,24.84115584972579
3,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,10000,28.60677801032457
3,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,10000,23.494519944982613
3,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,10000,23.31829176602701
3,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,10000,27.404539178424667
3,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,10000,29.882750475640176
3,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,10000,20.871520419719012
4,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,10000,24.71074018865693
4,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,10000,23.33964120025749
4,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,10000,24.36033181986904
4,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,10000,27.098188313376163
4,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,10000,22.593904337135573
4,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,10000,24.61754212211322
4,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,10000,29.267627511184255
4,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,10000,27.808709540999523
4,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,10000,20.842577508856316
4,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,10000,27.31694026935909
4,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,10000,20.592427670655734
4,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,10000,21.9580431801537
5,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,10000,23.165968880565956
5,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,10000,28.721238638910506
5,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,10000,25.360086624882623
5,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,10000,21.984992208941918
5,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,10000,24.495792680685756
5,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,10000,24.372587555063355
5,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,10000,29.006747031007414
5,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,10000,24.806793565199083
5,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,10000,26.01276789360613
5,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,10000,23.675346865875188
5,WordPieceToken Ratio,airbnb,WordPieceToken Ratio,ctl,10000,27.317268616890093
5,WordPieceToken Ratio,yelp,WordPieceToken Ratio,ctl,10000,29.496952607752554
1,WordPieceToken Ratio (class),airbnb,WordPieceToken Ratio (class),ctl,500,1.408956844602793
1,WordPieceToken Ratio (class),yelp,WordPieceToken Ratio (class),ctl,500,1.1092318980622482
1,WordPieceToken Ratio (class),airbnb,WordPieceToken Ratio (class),ctl,500,1.0515065625329294
1,WordPieceToken Ratio (class),yelp,WordPieceToken Ratio (class),ctl,500,1.2002813394643557
1,WordPieceToken Ratio (class),airbnb,WordPieceToken Ratio (class),ctl,500,1.0375556438727052
1,WordPieceToken Ratio (class),yelp,WordPieceToken Ratio (class),ctl,500,1.084485846802037
1,WordPieceToken Ratio (class),airbnb,WordPieceToken Ratio (class),ctl,500,1.250478180590159
1,WordPieceToken Ratio (class),yelp,WordPieceToken Ratio (class),ctl,500,1.0692785466500827
1,WordPieceToken Ratio (class),airbnb,WordPieceToken Ratio (class),ctl,500,1.445210669823401
1,WordPieceToken Ratio (class),yelp,WordPieceToken Ratio (class),ctl,500,1.1079776574007172
1,WordPieceToken Ratio (class),airbnb,WordPieceToken Ratio (class),ctl,500,1.360773445317112
1,WordPieceToken Ratio (class),yelp,WordPieceToken Ratio (class),ctl,500,1.265922811413415
2,WordPieceToken Ratio (class),airbnb,WordPieceToken Ratio (class),ctl,500,1.4352169410254436
2,WordPieceToken Ratio (class),yelp,WordPieceToken Ratio (class),ctl,500,1.4709756852731863
2,WordPieceToken Ratio (class),airbnb,WordPieceToken Ratio (class),ctl,500,1.4112512392522965
2,WordPieceToken Ratio (class),yelp,WordPieceToken Ratio (class),ctl,500,1.0138560344180623
2,WordPieceToken Ratio (class),airbnb,WordPieceToken Ratio (class),ctl,500,1.471960613098704
2,WordPieceToken Ratio (class),yelp,WordPieceToken Ratio (class),ctl,500,1.3588430263767224
2,WordPieceToken Ratio (class),airbnb,WordPieceToken Ratio (class),ctl,500,1.1224507257680427
2,WordPieceToken Ratio (class),yelp,WordPieceToken Ratio (class),ctl,500,1.4016491942199374
2,WordPieceToken Ratio (class),airbnb,WordPieceToken Ratio (class),ctl,500,1.2862395803886562
2,WordPieceToken Ratio (class),yelp,WordPieceToken Ratio (class),ctl,500,1.3131790446449094
2,WordPieceToken Ratio (class),airbnb,WordPieceToken Ratio (class),ctl,500,1.4996579665339895
2,WordPieceToken Ratio (class),yelp,WordPieceToken Ratio (class),ctl,500,1.3991808376779022
3,WordPieceToken Ratio (class),airbnb,WordPieceToken Ratio (class),ctl,500,1.135552678932243
3,WordPieceToken Ratio (class),yelp,WordPieceToken Ratio (class),ctl,500,1.4106125068442865
3,WordPieceToken Ratio (class),airbnb,WordPieceToken Ratio (class),ctl,500,1.297813505387128
3,WordPieceToken Ratio (class),yelp,WordPieceToken Ratio (class),ctl,500,1.1431729624746645
3,WordPieceToken Ratio (class),airbnb,WordPieceToken Ratio (class),ctl,500,1.0673726651590343
3,WordPieceToken Ratio (class),yelp,WordPieceToken Ratio (class),ctl,500,1.4614292695713094
3,WordPieceToken Ratio (class),airbnb,WordPieceToken Ratio (class),ctl,500,1.1668351230426353
3,WordPieceToken Ratio (class),yelp,WordPieceToken Ratio (class),ctl,500,1.146782848114916
3,WordPieceToken Ratio (class),airbnb,WordPieceToken Ratio (class),ctl,500,1.0182242455684087
3,WordPieceToken Ratio (class),yelp,WordPieceToken Ratio (class),ctl,500,1.0983821222886203
3,WordPieceToken Ratio (class),airbnb,WordPieceToken Ratio (class),ctl,500,1.35053247274977
3,WordPieceToken Ratio (class),yelp,WordPieceToken Ratio (class),ctl,500,1.293533855006223
4,WordPieceToken Ratio (class),airbnb,WordPieceToken Ratio (class),ctl,500,1.420887619903187
4,WordPieceToken Ratio (class),yelp,WordPieceToken Ratio (class),ctl,500,1.4950175115356552
4,WordPieceToken Ratio (class),airbnb,WordPieceToken Ratio (class),ctl,500,1.322276943169372
4,WordPieceToken Ratio (class),yelp,WordPieceToken Ratio (class),ctl,500,1.2532911642614826
4,WordPieceToken Ratio (class),airbnb,WordPieceToken Ratio (class),ctl,500,1.0331011363838731
4,WordPieceToken Ratio (class),yelp,WordPieceToken Ratio (class),ctl,500,1.2345847914994537
4,WordPieceToken Ratio (class),airbnb,WordPieceToken Ratio (class),ctl,500,1.3355856084956619
4,WordPieceToken Ratio (class),yelp,WordPieceToken Ratio (class),ctl,500,1.1462327151962002
4,WordPieceToken Ratio (class),airbnb,WordPieceToken Ratio (class),ctl,500,1.4202361157097851
4,WordPieceToken Ratio (class),yelp,WordPieceToken Ratio (class),ctl,500,1.1949624069277416
4,WordPieceToken Ratio (class),airbnb,WordPieceToken Ratio (class),ctl,500,1.4424779904155003
4,WordPieceToken Ratio (class),yelp,WordPieceToken Ratio (class),ctl,500,1.4274262040078607
5,WordPieceToken Ratio (class),airbnb,WordPieceToken Ratio (class),ctl,500,1.2333941515427904
5,WordPieceToken Ratio (class),yelp,WordPieceToken Ratio (class),ctl,500,1.0445742911866494
5,WordPieceToken Ratio (class),airbnb,WordPieceToken Ratio (class),ctl,500,1.4316955646116019
5,WordPieceToken Ratio (class),yelp,WordPieceToken Ratio (class),ctl,500,1.1325412777723425
5,WordPieceToken Ratio (class),airbnb,WordPieceToken Ratio (class),ctl,500,1.4616726570395615
5,WordPieceToken Ratio (class),yelp,WordPieceToken Ratio (class),ctl,500,1.3262460539626468
5,WordPieceToken Ratio (class),airbnb,WordPieceToken Ratio (class),ctl,500,1.3224700087857677
5,WordPieceToken Ratio (class),yelp,WordPieceToken Ratio (class),ctl,500,1.2267173603267472
5,WordPieceToken Ratio (class),airbnb,WordPieceToken Ratio (class),ctl,500,1.0857957340163185
5,WordPieceToken Ratio (class),yelp,WordPieceToken Ratio (class),ctl,500,1.0772929976004413
5,WordPieceToken Ratio (class),airbnb,WordPieceToken Ratio (class),ctl,500,1.1947213877788754
5,WordPieceToken Ratio (class),yelp,WordPieceToken Ratio (class),ctl,500,1.0067804982336193
1,WordPieceToken Ratio (class),airbnb,WordPieceToken Ratio (class),ctl,1000,2.513070765071644
1,WordPieceToken Ratio (class),yelp,WordPieceToken Ratio (class),ctl,1000,2.0236508369180526
1,WordPieceToken Ratio (class),airbnb,WordPieceToken Ratio (class),ctl,1000,2.773050123810794
1,WordPieceToken Ratio (class),yelp,WordPieceToken Ratio (class),ctl,1000,2.8986661458206138
1,WordPieceToken Ratio (class),airbnb,WordPieceToken Ratio (class),ctl,1000,2.3650319136354985
1,WordPieceToken Ratio (class),yelp,WordPieceToken Ratio (class),ctl,1000,2.097637688836731
1,WordPieceToken Ratio (class),airbnb,WordPieceToken Ratio (class),ctl,1000,2.254590351427704
1,WordPieceToken Ratio (class),yelp,WordPieceToken Ratio (class),ctl,1000,2.8380184925591894
1,WordPieceToken Ratio (class),airbnb,WordPieceToken Ratio (class),ctl,1000,2.432740151180251
1,WordPieceToken Ratio (class),yelp,WordPieceToken Ratio (class),ctl,1000,2.81968052161098
1,WordPieceToken Ratio (class),airbnb,WordPieceToken Ratio (class),ctl,1000,2.311991567881323
1,WordPieceToken Ratio (class),yelp,WordPieceToken Ratio (class),ctl,1000,2.4252341375476436
2,WordPieceToken Ratio (class),airbnb,WordPieceToken Ratio (class),ctl,1000,2.2740378635186183
2,WordPieceToken Ratio (class),yelp,WordPieceToken Ratio (class),ctl,1000,2.7347681929951055
2,WordPieceToken Ratio (class),airbnb,WordPieceToken Ratio (class),ctl,1000,2.947354193724681
2,WordPieceToken Ratio (class),yelp,WordPieceToken Ratio (class),ctl,1000,2.755729680336184
2,WordPieceToken Ratio (class),airbnb,WordPieceToken Ratio (class),ctl,1000,2.8453515328139702
2,WordPieceToken Ratio (class),yelp,WordPieceToken Ratio (class),ctl,1000,2.8194935522045697
2,WordPieceToken Ratio (class),airbnb,WordPieceToken Ratio (class),ctl,1000,2.387329588953398
2,WordPieceToken Ratio (class),yelp,WordPieceToken Ratio (class),ctl,1000,2.6816298944817345
2,WordPieceToken Ratio (class),airbnb,WordPieceToken Ratio (class),ctl,1000,2.7841075607429904
2,WordPieceToken Ratio (class),yelp,WordPieceToken Ratio (class),ctl,1000,2.6454953962710395
